18.12;2Me-C24
18.91;C25 alkene
18.99;C25 alkene
19.14;C25 alkene
19.28;C25 diene
19.35;C25 alkene and diene
20.74;C26 alkene
21.81;2Me-C26
22.26;C27 alkenes and dienes
23.06;C27 alkenes and dienes
24.32;C28 alkene
25.37;2Me-C28
26.06;C29 alkenes and dienes
26.6;C29 alkenes and dienes
28.68;2Me-C30
29.48;C31 diene
31.8;?
32.18;C33 alkene
32.62;C33 diene
32.88;C33 diene and triene
